follower_user_id,follower_project_count,followed_user_id,followed_project_count,date_followed
76169,655,52912,118,3/7/08 0:55
333775,144,401683,1,11/25/09 22:26
427871,6,410317,3,1/21/10 16:35
244221,4,271892,1,7/17/09 1:49
501380,6,845130,12,6/21/11 15:09
710321,0,710310,0,1/28/11 11:34
393509,91,396062,166,11/27/09 17:54
434349,1,418010,0,2/2/10 13:01
742476,199,428578,2355,4/14/11 10:56
132331,1,25647,12,6/29/08 16:32
404268,54,397428,349,5/29/10 15:50
156217,85,203005,3,12/11/08 12:29
530180,1,526305,48,5/25/10 15:44
91041,25,101106,100,6/8/08 13:44
755193,10,614495,31,5/2/11 22:32
355698,389,71705,317,12/5/09 1:10
786885,14,428578,2355,4/30/11 19:15
446830,35,752690,2,3/17/11 13:29
423220,2,87383,38,1/20/10 15:14
1184689,6,836973,323,2/10/12 0:51
17455,117,21381,29,7/28/07 4:05
1124501,7,666553,458,3/23/12 15:25
402523,0,166488,172,11/27/09 0:51
431466,3,98406,23,2/19/10 19:50
727791,665,132837,15,4/1/11 14:12
142992,0,134410,40,7/28/08 17:40
275722,17,103560,320,5/3/09 14:06
72359,57,293497,369,9/22/09 7:41
547192,766,316462,2,8/27/10 19:28
8428,73,22944,31,6/21/07 11:59
245890,241,283380,13,6/12/09 22:11
732439,1,682874,55,2/23/11 15:56
741032,0,305858,135,3/8/11 19:34
349134,892,315091,122,9/29/09 11:36
723715,19,738668,2,3/2/11 17:24
704533,25,388556,3,2/2/11 3:13
609235,4,609242,5,9/12/10 3:09
84368,314,52147,220,6/29/08 18:44
965698,0,414114,192,3/29/12 2:24
1257110,5,752220,5,3/19/12 17:37
199158,43,243277,78,4/17/09 11:36
643935,0,1123379,5,1/9/12 2:38
455689,810,958313,382,9/28/11 15:55
537300,14,587102,21,9/19/10 3:06
70641,289,96371,29,4/1/08 23:16
301487,431,615205,64,3/26/11 15:27
562063,6,342774,855,6/23/10 16:16
724387,77,630235,16,3/12/11 22:56
730669,82,47423,49,2/21/11 16:35
788438,16,511723,68,5/1/11 14:09
75772,73,16791,471,2/15/08 11:17
783277,0,596408,0,5/4/11 21:38
485603,33,183047,368,4/8/10 21:53
1116129,0,616492,221,1/17/12 20:38
663199,893,717334,10,2/11/11 1:37
581477,11,574959,79,7/15/10 15:40
706244,572,700939,0,4/29/11 4:18
1083689,10,289185,59,12/17/11 14:04
324873,55,360545,6,11/6/09 2:20
272402,573,220145,143,8/5/09 17:39
497598,0,497807,1,4/26/10 2:08
395764,59,9835,378,1/16/12 3:23
176356,50,114023,421,11/19/08 2:06
482138,113,168429,359,7/26/10 19:05
433656,3,457049,1,3/5/10 19:45
1099217,3,1099216,6,12/12/11 15:05
800744,0,149395,23,5/10/11 17:20
60154,6,98316,2,4/26/08 0:19
380206,17,375923,29,2/14/10 19:47
28343,1,22086,2,7/5/07 21:29
472516,363,352950,385,5/15/11 10:10
116317,28,93314,11,6/6/08 21:10
1257815,15,917200,11,3/18/12 23:00
735193,111,1069051,39,12/11/11 17:29
382626,3,55715,188,11/15/09 18:59
637451,7,396084,20,5/20/11 15:08
101947,1,7748,16,4/18/08 15:41
504769,949,643969,120,12/15/10 23:32
801216,180,328508,165,9/16/11 21:12
115984,3,115976,1,6/11/08 8:18
421226,130,69299,1026,6/1/10 2:35
447343,205,546996,22,7/1/10 3:32
340782,244,1248857,0,3/15/12 11:10
1112126,4,1112128,4,12/27/11 6:30
297141,3,280872,23,6/1/09 12:50
880850,3,762474,424,8/25/11 23:44
1050171,0,1057228,1,1/9/12 23:14
439422,2,235408,236,2/3/10 23:22
528410,52,271071,247,11/10/11 2:46
703497,22,703489,15,2/3/11 1:15
205382,329,282890,341,5/27/09 16:46
80357,186,100977,19,6/22/08 13:39
104543,30,71402,45,6/6/08 21:01
923924,3,915649,8,8/22/11 10:23
326189,1829,330767,368,12/22/09 23:57
211663,86,290115,35,2/24/10 20:35
761078,27,700969,230,9/10/11 20:01
609170,543,709382,16,3/7/11 4:18
219764,8,30810,91,1/20/09 23:43
291873,1327,236168,147,10/27/10 10:34
584549,12,219,4022,7/20/10 14:57
414176,0,282206,26,1/18/10 5:04
701992,195,803888,81,5/27/11 21:08
784988,5,586582,289,5/1/11 20:24
741648,286,719935,63,5/1/11 18:40
632726,3,552351,0,10/6/10 15:55
421208,111,795786,6,5/6/11 23:37
321917,58,389592,7,5/7/10 11:09
106355,628,160914,1238,10/18/08 10:27
872789,58,1045368,64,1/18/12 22:58
481647,17,160914,1238,7/19/11 15:40
867385,213,428578,2355,8/6/11 0:51
341247,240,130471,24,10/17/10 3:55
527749,157,650227,388,10/30/10 17:07
100729,47,80823,15,4/13/08 1:10
62579,3,49840,5,12/18/07 1:07
115180,0,115185,1,5/19/08 9:18
56369,1,6929,117,11/25/07 0:44
705905,2,386150,140,1/24/11 21:58
252150,3,111339,384,4/9/09 20:03
1002128,1,929301,36,10/16/11 17:44
404390,829,441025,7,4/17/10 1:19
1098995,53,1073917,13,2/25/12 18:06
409344,66,322317,37,12/19/09 16:45
498642,0,492298,2,4/26/10 21:47
951109,45,1101506,10,1/10/12 17:34
73589,1,73580,19,1/28/08 23:45
17900,5,7762,13,6/4/07 10:52
594324,57,304158,121,6/9/11 15:54
388533,148,208085,73,6/13/10 12:40
585404,1400,767680,9,4/3/11 21:19
525861,7,532039,0,5/26/10 22:09
106818,42,78661,113,6/16/08 14:08
270868,556,464145,3,4/21/10 12:57
734182,17,609170,543,4/1/11 4:17
222728,716,560444,0,6/23/10 6:07
1199395,2,1199389,6,2/17/12 9:37
20036,154,26969,351,8/30/08 18:51
71705,317,181882,266,3/1/09 19:12
404950,150,409051,371,3/30/10 23:47
703482,9,712441,0,2/14/11 18:42
903254,27,240297,210,7/27/11 16:33
1069418,107,1028581,2,12/26/11 16:37
10820,42,33817,36,11/23/07 20:23
753866,0,753686,1,3/25/11 17:12
421208,111,413681,445,8/2/10 2:21
83960,478,386522,7,11/7/09 23:48
80340,15,76427,6,2/16/08 11:08
164537,7,129061,1,10/22/08 16:06
614283,3,617834,25,11/9/10 0:29
471921,2,312910,434,9/10/11 20:33
387941,4,328699,42,11/3/09 0:08
538383,92,317325,645,9/15/11 18:14
924355,223,1062061,330,3/25/12 2:06
758447,3,734488,7,3/23/11 20:40
676566,2,661398,7,12/3/10 5:09
1131453,0,217683,4,1/7/12 3:37
533009,0,327436,60,5/27/10 17:20
200109,24,214548,0,1/9/09 13:16
6929,117,11659,19,5/20/07 14:17
152926,414,154575,977,10/18/09 16:22
366534,4,311579,296,10/31/09 4:39
508146,329,289128,104,5/13/10 19:57
25387,24,135247,56,8/27/09 19:36
356486,1,41113,12,9/18/09 15:00
361339,30,334813,4,9/24/09 21:48
235637,167,264903,19,6/27/09 2:01
625738,177,623304,33,10/19/10 2:20
1208052,7,7737,1295,3/3/12 2:46
122085,42,166488,172,1/8/09 7:40
108060,11,901701,18,7/27/11 19:37
157281,588,291455,39,8/3/09 8:14
360774,160,403841,121,1/2/10 23:26
529302,139,336591,425,7/6/11 23:38
469557,67,471250,10,3/21/10 0:36
430752,242,678008,20,12/11/10 19:56
51622,11,195638,833,8/29/10 23:22
935141,0,461203,347,10/2/11 22:07
441072,183,303380,610,7/18/11 22:33
56460,469,163246,2278,10/23/08 17:40
491065,1,326189,1829,4/20/10 18:57
863921,3,655375,137,6/22/11 14:04
713038,34,902486,69,1/15/12 17:18
367622,62,568331,20,7/5/10 3:21
591285,1,315216,244,8/14/10 0:15
413248,416,181790,470,3/3/10 19:08
161313,26,161337,15,10/6/08 16:29
65057,4,22504,37,1/1/08 23:48
1153525,4,695428,41,2/1/12 16:25
423152,36,35876,25,3/16/11 13:30
397931,2,306446,103,11/17/09 20:07
572629,218,44795,13,2/21/11 17:54
56369,1,182,5761,11/25/07 0:44
381130,1,302228,938,10/22/09 23:59
37745,0,34286,955,8/30/07 23:26
546724,1,491340,0,6/9/10 16:33
477847,50,76616,277,5/13/10 1:00
109478,9,102557,2,5/8/08 2:08
72275,474,135723,0,7/8/08 18:46
644990,5,821985,1,6/12/11 15:27
70555,3,70895,1,1/25/08 1:26
182623,57,397741,83,4/25/10 19:47
545274,108,559356,476,8/26/10 0:50
282939,3,282944,2,5/5/09 15:43
829241,76,428578,2355,6/4/11 22:15
72275,474,58163,90,5/18/08 22:38
1116129,0,908001,24,1/18/12 20:29
857780,47,891419,47,8/30/11 22:30
482603,17,419510,52,4/3/10 18:47
396780,0,215676,95,1/3/10 7:30
307269,2,283165,7,6/9/09 23:31
580976,0,580979,0,7/14/10 8:31
955152,46,126666,333,11/13/11 18:12
101863,5,101860,5,4/16/08 12:03
698141,53,101792,21,7/18/11 19:26
523538,4,907722,16,2/1/12 23:40
899087,7,1100049,2,3/27/12 22:27
899892,22,721771,79,10/26/11 23:46
12888,64,215180,37,2/7/09 18:04
682419,91,404398,125,12/12/10 23:52
189713,844,194388,230,6/27/11 3:26
346220,328,487273,11,4/26/10 17:52
231221,109,220868,54,12/23/09 18:14
215102,90,183047,368,11/4/10 19:15
918249,1,420802,36,3/28/12 18:55
437341,8,215110,4050,3/5/10 17:57
563163,624,168429,359,8/23/10 10:53
800442,2,527120,132,5/9/11 23:48
718144,126,780203,48,5/1/11 3:49
54386,54,65730,174,5/3/08 14:05
1077715,4,656248,369,11/29/11 13:34
726400,64,701058,219,6/17/11 0:32
336471,128,156583,307,8/26/09 17:56
964609,5,271071,247,9/24/11 19:44
783357,84,1001171,38,2/19/12 5:36
713641,67,656686,36,3/18/11 22:54
775288,9,775299,19,5/4/11 11:29
119271,3,67761,198,7/19/08 7:26
78485,7,78493,5,3/7/08 21:06
587331,0,487070,30,8/15/10 0:47
713103,1,335553,14,2/1/11 16:20
420496,53,331604,128,1/5/10 20:53
96919,18,62310,4,4/18/08 0:04
1020494,12,947322,2,10/29/11 20:04
239103,1,233229,25,2/19/09 15:12
1258809,2,564736,1100,3/20/12 12:23
958904,5,756269,13,10/14/11 20:56
408964,5,438847,2,1/30/10 14:39
639801,0,639546,0,10/15/10 19:34
121957,0,121956,0,6/25/08 23:57
232130,2,232132,0,2/9/09 19:12
314174,478,148870,0,1/10/11 15:39
591940,57,593752,46,9/21/10 1:09
16324,3,16308,8,5/25/07 12:32
739928,0,448380,38,3/30/11 16:48
341162,75,433429,154,1/27/11 12:27
239440,469,280038,1,4/25/09 20:56
747858,7,760600,3,3/25/11 17:29
77941,14,23951,99,2/20/08 0:18
520179,17,142459,477,9/23/10 14:33
902842,180,1053085,20,1/9/12 21:31
121111,75,72275,474,7/5/08 22:20
405060,6,286937,483,12/12/09 20:23
432641,210,53056,139,6/4/10 22:48
883590,0,858498,669,7/7/11 23:44
432981,6,108771,297,1/23/10 6:21
214759,7,214842,14,1/12/09 17:20
65094,167,171,6387,5/27/10 2:55
298910,35,275281,242,10/10/09 6:50
703014,57,698339,82,2/2/11 17:50
747814,2,524948,88,5/18/11 14:01
486542,87,585404,1400,3/11/11 22:55
496321,0,498319,2,5/24/10 17:54
106432,58,87287,228,11/25/08 12:38
272878,1075,461941,0,3/13/10 22:51
288297,473,390560,10,4/4/10 21:10
48785,31,17187,105,12/29/07 4:07
528410,52,555597,171,11/10/11 2:45
401258,8,195752,47,12/23/09 22:51
892733,313,1011764,3,10/22/11 13:58
663165,20,124258,547,3/25/11 19:53
627789,28,881222,1,7/5/11 23:25
12888,64,345001,10,9/4/09 2:54
1097258,228,369170,36,12/19/11 22:17
853966,395,896626,62,3/24/12 13:51
53791,121,935230,5,9/2/11 19:49
576184,311,80131,675,8/17/11 1:59
508835,190,854403,0,6/15/11 17:16
41430,3,17187,105,10/23/07 22:33
275540,255,94710,25,8/9/10 7:15
119998,94,482883,0,4/9/10 19:23
20332,3,20863,2,6/7/07 9:16
415686,537,475679,1187,6/27/10 17:46
394543,3,204086,76,11/13/09 0:41
788121,189,449803,2397,4/30/11 17:34
454736,0,554035,0,9/23/10 0:50
1162712,24,659689,7,3/25/12 18:25
413681,445,443192,29,2/8/10 23:37
118960,188,72275,474,1/23/09 3:28
122674,0,86728,96,6/8/08 21:19
72921,17,91019,281,10/2/08 21:42
147357,2,146715,30,8/14/08 2:37
1044422,46,1124752,8,2/13/12 12:51
313809,40,234006,140,6/26/09 17:04
246621,11,246224,2,3/3/09 10:58
49156,894,284370,69,7/1/09 9:39
542618,31,430978,170,6/10/10 15:05
108511,84,91328,1495,7/25/08 16:32
215937,1,215940,6,1/12/09 13:40
52446,330,36961,65,12/19/07 3:08
401258,8,292990,43,11/29/09 20:22
938200,58,218854,31,3/16/12 8:26
683921,3,585488,314,2/12/11 0:27
388497,511,569153,6,6/29/10 17:32
125730,0,56460,469,7/1/08 22:01
69338,16,47311,21,2/13/08 17:11
764504,2,785842,6,5/11/11 17:07
300857,0,283474,181,5/27/09 15:23
407295,4,208761,579,12/8/09 22:11
486606,610,322262,596,5/22/10 16:04
575508,2,210134,4,1/1/11 20:50
65146,291,102967,115,7/5/08 21:05
682378,172,669804,266,6/20/11 17:08
172430,6,171271,27,10/10/08 18:05
287885,103,448266,61,2/27/10 12:12
552592,0,414313,39,6/14/10 23:37
372444,316,419294,28,4/14/10 22:20
239440,469,486809,4,4/10/10 15:09
112660,91,59789,2184,7/6/08 9:43
1031690,11,904065,162,12/9/11 17:55
292609,0,292596,6,5/18/09 17:07
596322,345,577096,116,10/6/10 20:58
225173,193,396878,87,1/8/10 1:07
344430,367,480147,18,6/9/10 20:24
694307,369,310842,328,10/31/11 1:47
55179,357,76674,348,10/22/08 9:53
655527,0,453095,10,11/13/10 20:31
570297,426,471774,153,8/22/10 3:52
882548,271,605233,270,11/15/11 2:33
380878,0,235637,167,11/5/09 21:44
933761,51,1045537,19,11/20/11 9:24
122903,156,30384,350,6/16/08 2:39
588308,431,640955,33,9/24/11 2:00
213255,110,172712,575,1/9/09 22:45
106913,44,31152,173,11/20/08 1:21
99958,131,84283,688,11/18/08 4:34
805694,0,711998,3,5/12/11 14:35
1022293,46,1045461,33,12/3/11 14:19
774097,74,195638,833,5/28/11 14:37
1114163,4,1114164,6,12/21/11 14:46
646708,4,675296,1,12/2/10 8:26
53869,8,53872,16,11/13/07 4:03
600842,2,486779,42,8/26/10 11:12
712361,22,619867,179,2/4/11 17:41
134954,108,168908,40,10/9/08 1:18
142459,477,310192,56,11/27/10 18:42
149081,77,91447,75,8/19/08 21:06
1257978,5,1188981,2,3/19/12 0:12
417667,40,290717,931,1/1/11 17:07
91767,328,100735,554,3/11/09 20:28
425418,111,375552,1,7/17/11 6:06
688518,714,871900,10,7/30/11 15:25
287878,121,420551,114,3/13/10 1:36
33759,201,290,2713,8/13/07 16:55
678841,29,486469,1353,12/6/10 17:05
956021,1,342800,1403,1/20/12 22:05
816794,2,816854,0,5/19/11 15:55
23222,3,19987,209,6/20/07 14:04
683826,345,728928,417,4/28/11 20:46
605233,270,587842,422,12/11/10 2:56
318552,13,122181,147,6/26/09 19:31
487928,0,286215,236,6/14/10 23:48
492216,290,133310,137,2/24/11 20:12
373916,0,318698,11,10/11/09 16:00
701992,195,1017785,43,11/8/11 20:56
250042,579,341738,192,9/18/09 21:37
449189,122,486469,1353,11/7/10 20:20
649997,49,536739,74,12/24/10 23:57
48216,1,48217,3,10/22/07 13:23
357263,128,218859,148,2/11/10 12:05
469557,67,438069,13,3/16/10 22:49
151403,518,87003,156,8/24/09 22:21
527420,155,929451,11,9/5/11 0:40
31046,5,17792,314,9/13/07 11:51
420487,714,250712,37,2/1/11 22:12
1050943,7,833213,283,11/29/11 6:21
1151125,2,1151140,1,1/20/12 9:47
729297,99,741311,73,3/10/11 15:32
267356,2,300857,0,6/9/09 7:39
412657,15,411089,0,1/5/10 17:58
90864,8,21070,13,6/3/08 8:49
670523,38,658480,63,11/28/10 19:54
49761,898,186997,70,12/25/08 0:07
29788,49,49339,44,10/31/07 22:06
1150947,8,1150957,3,3/2/12 7:55
352631,71,480046,21,6/1/10 3:06
295998,0,204930,237,5/28/09 23:06
132861,0,97714,276,7/1/08 1:03
913667,8,336591,425,8/10/11 21:52
705416,4,715731,0,2/4/11 16:05
711037,215,106482,266,5/23/11 0:45
132533,116,56208,131,8/23/08 23:26
328968,18,26696,229,10/18/09 22:49
52804,236,39179,13,2/20/08 22:45
420744,194,462446,17,4/24/10 0:15
599263,47,645752,1,10/27/10 23:11
550635,115,279001,172,9/30/10 23:08
692167,25,477411,5,4/13/11 2:07
323672,20,295079,13,8/4/09 5:03
777548,16,741178,1,4/16/11 16:53
275540,255,676472,33,4/3/11 8:28
896269,117,1119693,8,12/27/11 16:21
630673,402,231440,206,3/30/11 0:41
235222,0,235216,0,2/13/09 13:27
417944,12,289185,59,4/5/10 17:41
892351,121,957530,2055,12/3/11 2:39
550755,372,404390,829,8/15/10 14:04
928392,3,995213,274,11/22/11 2:50
229827,1660,241092,154,7/13/09 14:50
1099217,3,1099209,2,12/12/11 15:07
226141,18,223480,62,2/19/09 2:11
778298,9,245404,32,4/17/11 20:52
194388,230,622927,25,9/22/10 0:44
315072,8,374940,3,12/2/09 17:51
223392,1,202873,3,1/26/09 21:24
417794,495,426210,75,1/22/11 23:10
129061,1,793468,3,5/17/11 18:07
167461,19,922716,7,9/2/11 22:13
341247,240,447261,21,9/25/10 0:04
416743,138,348452,195,3/3/10 1:09
488015,57,446393,45,10/1/10 23:30
734785,4,598400,221,2/27/11 19:25
208500,7,112843,135,12/23/08 3:14
134386,115,152487,118,10/6/08 18:40
137533,42,55261,139,8/9/08 0:41
248541,0,143211,117,3/4/09 23:43
882021,8,860469,8,7/7/11 14:34
713939,1,713934,2,2/23/11 15:22
835906,2,424756,125,6/9/11 14:46
238868,518,324689,360,10/27/09 19:31
28635,134,9835,378,10/5/07 18:43
51674,19,12898,31,11/26/07 22:15
337115,73,147746,468,11/30/10 20:33
71430,30,42111,342,10/23/08 3:28
287878,121,160914,1238,5/24/09 17:30
662222,223,591265,213,3/20/11 3:30
881922,56,1029202,10,11/5/11 7:09
455545,9,454866,0,3/10/10 15:46
716940,26,918736,10,9/2/11 1:23
471436,30,681049,7,12/13/10 12:08
385529,1,134532,64,11/23/09 18:20
404390,829,359131,49,8/28/10 4:40
997077,166,970103,534,12/7/11 11:36
299637,49,316751,3,6/21/09 18:35
625716,122,891070,313,9/21/11 22:44
115169,9,115181,3,5/19/08 9:00
296441,185,180676,233,1/8/10 18:03
708528,17,425575,126,2/1/11 22:14
1004394,14,286208,96,11/16/11 23:53
668083,22,772749,497,8/10/11 3:12
456763,169,189713,844,4/20/10 21:03
657280,18,615482,135,11/29/10 2:26
922153,92,181355,194,10/1/11 14:26
594391,92,599191,8,8/22/10 22:40
203005,3,16791,471,12/26/08 5:01
592186,0,48411,209,9/1/10 22:43
613329,0,135569,142,2/15/11 1:29
682802,251,382643,31,3/12/11 3:55
199180,3,193538,0,12/3/08 17:36
134977,820,133995,213,7/29/09 15:29
321408,7,254982,212,8/16/09 22:14
705342,5,120980,38,1/21/11 14:48
595914,3,91447,75,8/12/10 20:33
248051,31,76227,1962,7/31/09 5:08
490025,56,425032,50,7/14/10 0:56
452154,391,491189,0,5/27/10 23:07
929301,36,382626,3,10/14/11 23:39
600859,15,592589,46,9/16/10 15:50
830734,116,725446,254,6/6/11 23:19
